topic_id,method,qa_index,question,answer,quality_score
1,RAG_Chunking,1,"question: Nội dung của chính sách tứ đẳng là gì? answer: chỉ chọn những người giỏi võ nghệ làm tướng chỉ huy, không căn cứ vào nguồn gốc tôn thất như trước. - Thải hồi những binh sĩ già yếu, lấy người khoẻ mạnh bổ sung vào quân ngũ. - Tăng cường tuyển quân quy mô lớn; bổ sung lực lượng hương quân ở các địa phương. - Tăng cường tuyển quân quy mô lớn; bổ sung lực lượng hương quân ở các địa phương. - Tăng cường tuyển quân quy mô lớn; bổ sung lực lượng hương quân ở các địa phương","question: Nội dung của chính sách tứ đẳng là gì? answer: chỉ chọn những người giỏi võ nghệ làm tướng chỉ huy, không căn cứ vào nguồn gốc tôn thất như trước. - Thải hồi những binh sĩ già yếu, lấy người khoẻ mạnh bổ sung vào quân ngũ. - Tăng cường tuyển quân quy mô lớn; bổ sung lực lượng hương quân ở các địa phương. - Tăng cường tuyển quân quy mô lớn; bổ sung lực lượng hương quân ở các địa phương. - Tăng cường tuyển quân quy mô lớn; bổ sung lực lượng hương quân ở các địa phương",0.8738
1,RAG_Chunking,2,"question: Nội dung cải cách là gì? answer: Xây dựng lại binh chế, chia đặt lại tổ chức quân đội theo hướng quy củ, chặt chẽ, đặt dưới sự chỉ huy thống nhất của triều đình","question: Nội dung cải cách là gì? answer: Xây dựng lại binh chế, chia đặt lại tổ chức quân đội theo hướng quy củ, chặt chẽ, đặt dưới sự chỉ huy thống nhất của triều đình. - Cải tiến vũ khí, tăng cường trang bị quốc phòng, xây dựng hệ thống phòng thủ quốc gia quy mô lớn. - Cải tiến vũ khí, tăng cường trang bị quốc phòng, xây dựng hệ thống phòng thủ quốc gia quy mô lớn. - Cải tiến vũ khí, tăng cường trang bị quốc phòng, xây dựng hệ thống phòng thủ quốc gia quy mô lớn",0.8729
1,RAG_Chunking,3,"question: Hệ thống cơ quan phụ trách đạo thừa tuyên gồm những gì? answer: Đô ty (do Đô tổng binh sứ đứng đầu, phụ trách quân sự), Thừa ty (do Thừa chính sứ đứng đầu, phụ trách hành chính, thuế khoá), Hiến ty (do Hiến sát sứ đứng đầu, phụ trách thanh tra, xét hỏi kiện tụng, tuân hành)","question: Hệ thống cơ quan phụ trách đạo thừa tuyên gồm những gì? answer: Đô ty (do Đô tổng binh sứ đứng đầu, phụ trách quân sự), Thừa ty (do Thừa chính sứ đứng đầu, phụ trách quân sự), Thừa ty (do Thừa chính sứ đứng đầu, phụ trách hành chính, thuế khoá), Hiến ty (do Hiến sát sứ đứng đầu, phụ trách thanh tra, xét hỏi kiện tụng, tuân hành), còn gọi là ta",0.6784
1,RAG_Chunking,4,question: Lực lượng Tây Sơn do ai chỉ huy? answer: Nguyễn Huệ,question: Lực lượng Tây Sơn do ai chỉ huy? answer: Nguyễn Huệ,0.613
1,RAG_Chunking,5,"question: Lực lượng trên bộ gồm những gì? answer: một trung đoàn của lực lượng hải quân lục chiến, lực lượng hải quân gồm hai tàu tuần tra lớp P400, một tàu đổ bộ lớp BATRAL, và một tàu tuần tra của Hiến binh Hàng hải","question: Lực lượng trên bộ gồm những gì? answer: một trung đoàn của lực lượng hải quân lục chiến, lực lượng hải quân gồm hai tàu tuần tra lớp P400, một tàu đổ bộ lớp BATRAL, và một tàu tuần tra của Hiến binh Hàng hải",0.6816
1,RAG_Chunking,6,question: Số lượng nhân viên hiến binh được triển khai trên quần đảo là bao nhiêu? answer: 760 nhân viên hiến binh,question: Số lượng nhân viên hiến binh được triển khai trên quần đảo là bao nhiêu? answer: 760 nhân viên hiến binh,0.6313
2,Chunking_Only,1,question: Vì sao Roosevelt bắt đầu tái vũ trang Hoa Kỳ? answer: vì đang phải đối mặt với sự phản đối mạnh mẽ của chủ nghĩa biệt lập từ các lãnh tụ Quốc hội chống đối tái vũ trang,question: Vì sao Roosevelt bắt đầu tái vũ trang Hoa Kỳ? answer: vì đang phải đối mặt với sự phản đối mạnh mẽ của chủ nghĩa biệt lập từ các lãnh tụ Quốc hội chống đối tái vũ trang như Thượng nghị sĩ William Borah và Thượng nghị sĩ Robert Taft,0.7837
2,Chunking_Only,2,"question: Vì sao Hoa Kỳ một mặt nới rộng và tái vũ trang Lục quân Hoa Kỳ và Hải quân Hoa Kỳ? answer: vì có sự ủng hộ của lưỡng đảng nên Hoa Kỳ một mặt nới rộng và tái vũ trang Lục quân Hoa Kỳ và Hải quân Hoa Kỳ, một mặt trở thành ""kho thuốc súng của dân chủ"" bằng cách trợ giúp Anh Quốc, Pháp, Trung Hoa và (sau tháng 6 năm 1941) Liên Xô","question: Vì sao Hoa Kỳ một mặt nới rộng và tái vũ trang Lục quân Hoa Kỳ và Hải quân Hoa Kỳ? answer: vì có sự ủng hộ của lưỡng đảng nên Hoa Kỳ một mặt nới rộng và tái vũ trang Lục quân Hoa Kỳ và Hải quân Hoa Kỳ, một mặt trở thành ""kho thuốc súng của dân chủ"" bằng cách trợ giúp Anh Quốc, Pháp, Trung Hoa và (sau tháng 6 năm 1941) Liên Xô",0.7734
2,Chunking_Only,3,"question: Bài diễn văn ""Kho thuốc súng của dân chủ"" được FDR viết vào thời gian nào? answer: Ngày 29 tháng 12 năm 1940","question: Bài diễn văn ""Kho thuốc súng của dân chủ"" được FDR viết vào thời gian nào? answer: Ngày 29 tháng 12 năm 1940",0.7172
2,Chunking_Only,4,"question: ""Bốn tự do"" là bài phát biểu của ai? answer: ông đọc bài phát biểu nổi tiếng ""Bốn tự do"" (Four Freedoms), nêu thêm vấn đề Hoa Kỳ phải bảo vệ các quyền cơ bản trên toàn thế giới","question: ""Bốn tự do"" là bài phát biểu của ai? answer: ông đọc bài phát biểu nổi tiếng ""Bốn tự do"" (Four Freedoms), nêu thêm vấn đề Hoa Kỳ phải bảo vệ các quyền cơ bản trên toàn thế giới",0.7693
2,RAG_Chunking,1,question: Chủ tịch Hồ Chí Minh ra Lời kêu gọi toàn quốc kháng chiến vào thời gian nào? answer: Ngày 19-12-1946,question: Chủ tịch Hồ Chí Minh ra Lời kêu gọi toàn quốc kháng chiến vào thời gian nào? answer: Ngày 19-12-1946,0.8209
2,RAG_Chunking,2,"question: Bối c answer: Hoạt động đối ngoại chủ yếu trong kháng chiến chống Mỹ (1954-1975): - Đấu tranh yêu cầu thực hiện Hiệp định Genève. - Củng cố quan hệ với các nước xã hội chủ nghĩa. - Tăng cường đoàn kết ba nước Đông Dương. - Đàm phán, ký Hiệp định Paris (1973). - Mở rộng quan hệ ngoại giao, đẩy mạnh đối ngoại nhân dân. - Mở rộng quan hệ ngoại giao, đẩy mạnh đối ngoại nhân dân. - Mở rộng quan hệ ngoại giao, đẩy mạnh đối ngoại nhân dân","question: Hoạt động đối ngoại chủ yếu trong kháng chiến chống Mỹ là gì? answer: Đấu tranh yêu cầu thực hiện Hiệp định Genève. - Củng cố quan hệ với các nước xã hội chủ nghĩa. - Tăng cường đoàn kết ba nước Đông Dương. - Đàm phán, ký Hiệp định Paris (1973). - Mở rộng quan hệ ngoại giao, đẩy mạnh đối ngoại nhân dân. - Mở rộng quan hệ ngoại giao, đẩy mạnh đối ngoại nhân dân. - Mở rộng quan hệ ngoại giao, đẩy mạnh đối ngoại nhân dân",0.9023
2,RAG_Chunking,3,"question: Nước Việt Nam Dân chủ Cộng hòa ra đời sau sự kiện nào? answer: Sau Cách mạng Tháng Tám, nước Việt Nam Dân chủ Cộng hòa ra đời nhưng bị thực dân Pháp và các thế lực thù địc","question: Nước Việt Nam Dân chủ Cộng hòa ra đời sau sự kiện nào? answer: Sau Cách mạng Tháng Tám, nước Việt Nam Dân chủ Cộng hòa ra đời nhưng bị thực dân Pháp và các thế lực thù địc",0.6914
2,RAG_Chunking,4,question: Vì sao Roosevelt lại tái vũ trang Hoa Kỳ? answer: vì đang phải đối mặt với sự phản đối mạnh mẽ của chủ nghĩa biệt lập từ các lãnh tụ Quốc hội,question: Vì sao Roosevelt lại tái vũ trang Hoa Kỳ? answer: vì đang phải đối mặt với sự phản đối mạnh mẽ của chủ nghĩa biệt lập từ các lãnh tụ Quốc hội,0.6934
2,RAG_Chunking,5,question: Vì sao Hoa Kỳ một mặt nới rộng và tái vũ trang Lục quân Hoa Kỳ và Hải quân Hoa Kỳ? answer: vì đang phải đối mặt với sự phản đối mạnh mẽ của chủ nghĩa biệt lập từ các lãnh tụ Quốc hội chống đối tái vũ trang,"question: Hoa Kỳ một mặt nới rộng và tái vũ trang Lục quân Hoa Kỳ và Hải quân Hoa Kỳ, một mặt trở thành ""kho thuốc súng của dân chủ"" bằng cách nào? answer: trợ giúp Anh Quốc, Pháp, Trung Quốc",0.7083
2,RAG_Chunking,6,"question: Ai là người đã công kích tổng thống Roosevelt? answer: Charles Lindbergh và ""Ủy ban Mỹ trên hết"" (America First Committee)","question: Ai là người đã công kích tổng thống Roosevelt? answer: Charles Lindbergh và ""Ủy ban Mỹ trên hết"" (America First Committee)",0.7419
2,RAG_Chunking,7,question: FDR tiếp tục song song hai chính sách nào? answer: chuẩn bị sẵn sàng tham chiến và viện trợ cho Đồng minh,question: FDR tiếp tục song song hai chính sách nào? answer: chuẩn bị sẵn sàng tham chiến và viện trợ cho Đồng minh,0.6946
2,RAG_Chunking,8,"question: Trong một buổi nói chuyện trên sóng phát thanh diễn văn ""Kho thuốc súng của dân chủ"" đã đề cập đến vấn đề gì? answer: vấn đề Hoa Kỳ phải bảo vệ các quyền cơ bản trên toàn thế giới","question: Trong một buổi nói chuyện trên sóng phát thanh, diễn văn ""Kho thuốc súng của dân chủ"" đã đề cập đến vấn đề gì? answer: vấn đề Hoa Kỳ phải bảo vệ các quyền cơ bản trên toàn thế giới",0.7076
3,Chunking_Only,1,"question: Người Texas tập hợp tại Hội nghị năm 1832 để làm gì? answer: thảo luận về yêu cầu được trở thành một tiểu bang riêng, cùng các vấn đề khác","question: Người Texas tập hợp tại Hội nghị năm 1832 để làm gì? answer: thảo luận về yêu cầu được trở thành một tiểu bang riêng, cùng các vấn đề khác",0.8661
3,RAG_Chunking,1,question: Vào khoảng thời gian nào thì Phùng Hưng cùng em trai khởi nghĩa? answer: khoảng những năm 766 - 780,question: Vào khoảng thời gian nào thì Phùng Hưng cùng em trai khởi nghĩa? answer: khoảng những năm 766 - 780,0.6802
3,RAG_Chunking,2,question: Cuộc khởi nghĩa Hai Bà Trưng bùng nổ vào thời gian nào? answer: năm 40,question: Cuộc khởi nghĩa Hai Bà Trưng bùng nổ vào thời gian nào? answer: năm 40,0.671
3,RAG_Chunking,3,question: Loạn Anahuac là cuộc nổi dậy công khai đầu tiên chống lại sự cai trị của México vào năm nào? answer: năm 1832,question: Loạn Anahuac là cuộc nổi dậy công khai đầu tiên chống lại sự cai trị của México vào năm nào? answer: năm 1832,0.8444
3,RAG_Chunking,4,"question: Người Texas đứng về phe nào? answer: Liên bang chủ nghĩa, chống lại chính phủ hiện thời và đuổi toàn bộ binh sĩ México ra khỏi Đông Texas","question: Người Texas đứng về phe nào? answer: Liên bang chủ nghĩa, chống lại chính phủ hiện thời và đuổi toàn bộ binh sĩ México ra khỏi Đông Texas",0.8615
3,RAG_Chunking,5,"question: Tại Hội nghị năm 1833, người Texas đã làm gì? answer: người Texas đã làm gì? answer: người Texas đã làm gì? answer: người Texas đã làm gì? answer: người Texas đã làm gì? answer: người Texas đã làm gì? answer: người Texas đã làm gì? answer: người Texas đã làm gì? answer: người Texas đã làm gì? answer: người Texas đã làm gì? answer: Tại Hội nghị năm 1833, người Texas đã làm gì","question: Tại Hội nghị năm 1833, người Texas đã làm gì? answer: người Texas lặp lại đòi hỏi của họ trong Hội nghị năm 1833",0.7564
4,Chunking_Only,1,question: Cuộc xung đột nào đã dẫn đến chiến tranh Nam Ossetia 1991-1992? answer: Gruzia-Ossetia,question: Cuộc xung đột nào đã dẫn đến chiến tranh Nam Ossetia 1991-1992? answer: cuộc xung đột Gruzia-Ossetia,0.7614
4,Chunking_Only,2,question: Chiến tranh Nam Ossetia 2008 kết thúc bằng sự kiện nào? answer: sự kiện nào? answer: Nga công nhận độc lập cho Nam Ossetia và Abkhazia,question: Chiến tranh Nam Ossetia 2008 kết thúc bằng sự kiện nào? answer: Nga công nhận độc lập cho Nam Ossetia và Abkhazia,0.8244
4,RAG_Chunking,1,"question: Điểm chung của hai nền văn minh Hy Lạp và La Mã là gì? answer: hình thành ở ven biển, đồng bằng nhỏ hẹp, đất đai khô cằn... nên khi có công cụ lao động bằng sắt mới xuất hiện nền văn minh","question: Điểm chung của hai nền văn minh Hy Lạp và La Mã là gì? answer: hình thành ở ven biển, đồng bằng nhỏ hẹp, đất đai khô cằn... nên khi có công cụ lao động bằng sắt mới xuất hiện nền văn minh",0.8357
4,RAG_Chunking,2,"question: Năm 1982, chính phủ Cộng hòa xã hội chủ nghĩa Việt Nam đã có quyết định gì? answer: thành lập huyện đảo Trường Sa và huyện đảo Hoàng Sa","question: Năm 1982, chính phủ Cộng hòa xã hội chủ nghĩa Việt Nam đã có quyết định gì? answer: thành lập huyện đảo Trường Sa và huyện đảo Hoàng Sa",0.7955
4,RAG_Chunking,3,"question: Yuzhnaya Osetiya là gì? answer: một vùng ở Nam Kavkaz, nguyên là tỉnh tự trị Ossetia bên trong Cộng hòa Xã hội chủ nghĩa Xô viết Gruzia, một phần lãnh thổ này đã độc lập trên thực tế khỏi Gruzia kể từ khi lãnh thổ này tuyên bố độc lập thành Cộng hòa Nam Ossetia trong cuộc xung đột Gruzia-Ossetia đầu thập niên 1990","question: Yuzhnaya Osetiya là gì? answer: một vùng ở Nam Kavkaz, nguyên là tỉnh tự trị Ossetia bên trong Cộng hòa Xã hội chủ nghĩa Xô viết Gruzia, một phần lãnh thổ này đã độc lập trên thực tế khỏi Gruzia kể từ khi lãnh thổ này tuyên bố độc lập thành Cộng hòa Nam Ossetia trong cuộc xung đột Gruzia-Ossetia đầu thập niên 1990",0.8937
4,RAG_Chunking,4,question: Nguyên nhân dẫn đến chiến tranh Nam Ossetia 1991-1992 là gì? answer: phủ Gruzia phản ứng lại bằng cách bãi bỏ quyền tự trị của Nam Ossetia và cố gắng chiếm lại khu vực bằng vũ lực,question: Chiến tranh Nam Ossetia 1991-1992 đã dẫn đến kết quả gì? answer: Nga công nhận độc lập cho Nam Ossetia và Abkhazia,0.7715
5,Chunking_Only,1,question: Cuộc xung đột nào đã dẫn đến chiến tranh Nam Ossetia 1991-1992? answer: Gruzia-Ossetia,question: Cuộc xung đột nào đã dẫn đến chiến tranh Nam Ossetia 1991-1992? answer: cuộc xung đột Gruzia-Ossetia,0.7614
5,Chunking_Only,2,question: Chiến tranh Nam Ossetia 2008 kết thúc bằng sự kiện nào? answer: sự kiện nào? answer: Nga công nhận độc lập cho Nam Ossetia và Abkhazia,question: Chiến tranh Nam Ossetia 2008 kết thúc bằng sự kiện nào? answer: Nga công nhận độc lập cho Nam Ossetia và Abkhazia,0.8244
5,RAG_Chunking,1,"question: Điểm chung của hai nền văn minh Hy Lạp và La Mã là gì? answer: hình thành ở ven biển, đồng bằng nhỏ hẹp, đất đai khô cằn... nên khi có công cụ lao động bằng sắt mới xuất hiện nền văn minh","question: Điểm chung của hai nền văn minh Hy Lạp và La Mã là gì? answer: hình thành ở ven biển, đồng bằng nhỏ hẹp, đất đai khô cằn... nên khi có công cụ lao động bằng sắt mới xuất hiện nền văn minh",0.8357
5,RAG_Chunking,2,"question: Năm 1982, chính phủ Cộng hòa xã hội chủ nghĩa Việt Nam đã có quyết định gì? answer: thành lập huyện đảo Trường Sa và huyện đảo Hoàng Sa","question: Năm 1982, chính phủ Cộng hòa xã hội chủ nghĩa Việt Nam đã có quyết định gì? answer: thành lập huyện đảo Trường Sa và huyện đảo Hoàng Sa",0.7955
5,RAG_Chunking,3,"question: Yuzhnaya Osetiya là gì? answer: một vùng ở Nam Kavkaz, nguyên là tỉnh tự trị Ossetia bên trong Cộng hòa Xã hội chủ nghĩa Xô viết Gruzia, một phần lãnh thổ này đã độc lập trên thực tế khỏi Gruzia kể từ khi lãnh thổ này tuyên bố độc lập thành Cộng hòa Nam Ossetia trong cuộc xung đột Gruzia-Ossetia đầu thập niên 1990","question: Yuzhnaya Osetiya là gì? answer: một vùng ở Nam Kavkaz, nguyên là tỉnh tự trị Ossetia bên trong Cộng hòa Xã hội chủ nghĩa Xô viết Gruzia, một phần lãnh thổ này đã độc lập trên thực tế khỏi Gruzia kể từ khi lãnh thổ này tuyên bố độc lập thành Cộng hòa Nam Ossetia trong cuộc xung đột Gruzia-Ossetia đầu thập niên 1990",0.8937
5,RAG_Chunking,4,question: Nguyên nhân dẫn đến chiến tranh Nam Ossetia 1991-1992 là gì? answer: phủ Gruzia phản ứng lại bằng cách bãi bỏ quyền tự trị của Nam Ossetia và cố gắng chiếm lại khu vực bằng vũ lực,question: Chiến tranh Nam Ossetia 1991-1992 đã dẫn đến kết quả gì? answer: Nga công nhận độc lập cho Nam Ossetia và Abkhazia,0.7715
6,Chunking_Only,1,question: Hậu quả chủ yếu của Chiến tranh Vùng Vịnh là gì? answer: sự hồi sinh rõ rệt của chủ nghĩa Hồi giáo cực đoan,question: Hậu quả chủ yếu của Chiến tranh Vùng Vịnh là gì? answer: sự hồi sinh rõ rệt của chủ nghĩa Hồi giáo cực đoan,0.8298
6,Chunking_Only,2,question: Chính phủ Ả Rập Xê Út đã chi bao nhiêu tiền cho những nhóm ủng hộ chính phủ? answer: hàng triệu cuốn Qur'an cho dân các nước mới độc lập ở vùng Trung Á và xây dựng hàng trăm thánh đường Hồi giáo cho những nhóm cực đoan,question: Chính phủ Ả Rập Xê Út đã chi bao nhiêu tiền cho những nhóm ủng hộ chính phủ? answer: hàng triệu cuốn Qur'an cho dân các nước mới độc lập ở vùng Trung Á và xây dựng hàng trăm thánh đường Hồi giáo cho những nhóm cực đoan,0.8186
6,Chunking_Only,3,question: Trung Á và xây dựng hàng trăm thánh đường Hồi giáo cho những nhóm cực đoan là những quốc gia nào? answer: Trung Á và xây dựng hàng trăm thánh đường Hồi giáo cho những nhóm cực đoan,question: Trung Á và xây dựng hàng trăm thánh đường Hồi giáo cho những nhóm cực đoan là những quốc gia nào? answer: Trung Á và xây dựng hàng trăm thánh đường Hồi giáo cho những nhóm cực đoan,0.6284
6,RAG_Chunking,1,"question: Khi quân Minh xâm lược, nhà Hồ đã làm gì? answer: tổ chức chặn đánh từ biên giới nhưng thất bại, phải rút về bờ nam sông Hồng rồi tập trung cố thủ ở thành Đa Bang (Ba Vì, Hà Nội ngày nay)","question: Khi quân Minh xâm lược, nhà Hồ đã làm gì? answer: tổ chức chặn đánh từ biên giới nhưng thất bại, phải rút về bờ nam sông Hồng rồi tập trung cố thủ ở thành Đa Bang (Ba Vì, Hà Nội ngày nay). Quân nhà Hồ buộc phải rút về thành Tây Đô (Thăng Long). Quân nhà Hồ buộc phải rút về thành Tây Đô (Thăng Long). Quân nhà Hồ buộc phải rút về thành Tây Đô (Thăng Long). Quân nhà Hồ buộc phải rút về thành Tây Đô (Thăng Long). Quân nhà Hồ buộc phải",0.8647
6,RAG_Chunking,2,"question: Nêu được tầm quan trọng chiến lược của Biển Đông đối với Việt Nam như thế nào? answer: quốc phòng, an ninh và phát triển các ngành kinh tế trọng điểm. - Nêu được Việt Nam là Nhà nước đầu tiên xác lập chủ quyền và quản lí liên tục đối với quần đảo Hoàng Sa và quần đảo Trường Sa trong lịch sử. - Nêu được Việt Nam là Nhà nước đầu tiên xác lập chủ quyền và quản lí liên tục đối với quần đảo Hoàng Sa và quần đảo Trường Sa trong lịch sử. - Nêu được Việt Nam là Nhà nước đầu tiên xác lập chủ quyền và quản lí liên","question: Nêu được tầm quan trọng chiến lược của Biển Đông đối với Việt Nam như thế nào? answer: quốc phòng, an ninh và phát triển các ngành kinh tế trọng điểm. - Nêu được Việt Nam là Nhà nước đầu tiên xác lập chủ quyền và quản lí liên tục đối với quần đảo Hoàng Sa và quần đảo Trường Sa trong lịch sử. - Nêu được Việt Nam là Nhà nước đầu tiên xác lập chủ quyền và quản lí liên tục đối với quần đảo Hoàng Sa và quần đảo Trường Sa trong lịch sử. - Nêu được Việt Nam là Nhà nước đầu tiên xác lập chủ quyền và quản lí liên",0.9193
6,RAG_Chunking,3,"question: Answer: cuộc đấu tranh bảo vệ và thực thi chủ quyền, các quyền và lợi ích hợp pháp của Việt Nam ở Biển Đông trong lịch sử","question: Nêu được nét chính về cuộc đấu tranh bảo vệ và thực thi chủ quyền của Việt Nam ở Biển Đông? answer: cuộc đấu tranh bảo vệ và thực thi chủ quyền, các quyền và lợi ích hợp pháp của Việt Nam ở Biển Đông trong lịch sử",0.8761
6,RAG_Chunking,4,question: Hậu quả chủ chốt của Chiến tranh Vùng Vịnh là gì? answer: sự hồi sinh rõ rệt của chủ nghĩa Hồi giáo cực đoan,question: Hậu quả chủ chốt của Chiến tranh Vùng Vịnh là gì? answer: sự hồi sinh rõ rệt của chủ nghĩa Hồi giáo cực đoan,0.663
6,RAG_Chunking,5,question: Việc chế độ Saddam bị lật đổ đã ảnh hưởng như thế nào đối với Ả Rập Xê Út? answer: ảnh hưởng như thế nào đối với Ả Rập Xê Út? answer: ảnh hưởng như thế nào đối với Ả Rập Xê Út? answer: ảnh hưởng như thế nào đối với Ả Rập Xê Út? answer: ảnh hưởng như thế nào đối với Ả Rập Xê Út? answer: ảnh hưởng như thế nào đối với Ả Rập Xê Út? answer: làm chính phủ Ả Rập Xê Út mất uy tín trong nước,question: Việc chế độ Saddam bị lật đổ đã ảnh hưởng như thế nào đối với Ả Rập Xê Út? answer: làm chính phủ Ả Rập Xê Út mất uy tín trong nước,0.7931
6,RAG_Chunking,6,question: Chính phủ Ả Rập Xê Út đã chi bao nhiêu tiền cho những nhóm ủng hộ chính phủ? answer: hàng triệu cuốn Qur'an cho dân các nước mới độc lập ở vùng Trung Á và xây dựng hàng trăm thánh đường Hồi giáo cho những nhóm cực đoan,question: Chính phủ Ả Rập Xê Út đã chi bao nhiêu tiền cho những nhóm ủng hộ chính phủ? answer: hàng triệu cuốn Qur'an cho dân các nước mới độc lập ở vùng Trung Á và xây dựng hàng trăm thánh đường Hồi giáo cho những nhóm cực đoan,0.8556
6,RAG_Chunking,7,question: Taliban là quốc gia như thế nào? answer: Taliban là quốc gia như thế nào? answer: Taliban là quốc gia như thế nào? answer: Taliban là quốc gia như thế nào? answer: Taliban là quốc gia như thế nào? answer: Taliban là quốc gia như thế nào? answer: Taliban là quốc gia như thế nào? answer: Taliban là quốc gia như thế nào? answer: Taliban là quốc gia như thế nào? answer: Taliban là quốc gia như thế nào? answer: Taliban là quốc,question: Taliban là quốc gia như thế nào? answer: một trong những quốc gia duy nhất chính thức công nhận chính phủ đó,0.8607
7,Chunking_Only,1,question: Khách sạn Ritz trên quảng trường Vendôme mở cửa vào năm nào? answer: 1898,question: Khách sạn Ritz trên quảng trường Vendôme mở cửa vào năm nào? answer: 1898,0.7303
7,Chunking_Only,2,"question: Ngoài Bristol, George V, Meurice, Plaza Athénée và Fouquet's Barrière còn có những khách sạn nào khác? answer: Bristol, George V, Meurice, Plaza Athénée và Fouquet's Barrière","question: Ngoài Bristol, George V, Meurice, Plaza Athénée và Fouquet's Barrière còn có những khách sạn nào khác? answer: Bristol, George V, Meurice, Plaza Athénée và Fouquet's Barrière",0.7399
7,RAG_Chunking,1,question: Ngày 14-7-1789 diễn ra sự kiện gì? answer: hàng nghìn người dân Pa-ri đã nổi dậy đánh chiếm ngục Ba-xti từ tay quân lính của triều đình,question: Ngày 14-7-1789 là ngày diễn ra sự kiện gì? answer: hàng nghìn người dân Pa-ri đã nổi dậy đánh chiếm ngục Ba-xti từ tay quân lính của triều đình,0.6827
7,RAG_Chunking,2,"question: Những nơi nào được xây dựng với quy mô lớn? answer: Hoàng thành Thăng Long, thành nhà Hồ, thành Lam Kinh, thành nhà Mạc, Đại nội Huế, thành Gia Định","question: Những nơi nào được xây dựng với quy mô lớn? answer: Hoàng thành Thăng Long, thành nhà Hồ, thành Lam Kinh, thành nhà Mạc, Đại nội Huế, thành Gia Định",0.6275
